;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025;SG_UF_ESC;SG_UF_PROVA;TP_LINGUA;TP_SEXO;IN_TREINEIRO;TP_ANO_CONCLUIU;TP_COR_RACA;TP_DEPENDENCIA_ADM_ESC;TP_ENSINO;TP_ESCOLA;TP_ESTADO_CIVIL;TP_FAIXA_ETARIA;TP_LOCALIZACAO_ESC;TP_NACIONALIDADE;TP_SIT_FUNC_ESC;TP_ST_CONCLUSAO
1772033;G;G;E;E;4;Q;B;C;D;B;A;B;B;B;B;B;A;B;E;B;B;E;A;B;B;RJ;RJ;0;M;0;;1.0;4.0;1.0;3.0;1.0;3;1.0;1.0;1.0;2
2159102;E;G;D;D;3;K;A;B;C;C;A;C;A;B;B;A;A;B;C;A;B;D;A;B;B;MG;MG;1;F;0;;1.0;4.0;1.0;3.0;1.0;3;1.0;1.0;1.0;2
250639;E;G;;D;4;C;A;C;D;B;A;B;A;B;A;A;A;A;B;A;A;E;A;B;B;;PE;0;F;0;;3.0;;1.0;2.0;;2;;1.0;;2
466054;F;C;D;C;4;G;A;C;D;B;A;B;A;B;B;B;A;B;D;A;A;E;A;C;B;;CE;0;M;0;1.0;1.0;;;;1.0;4;;1.0;;1
931187;E;D;B;B;5;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B;;AL;0;M;1;;3.0;;;;1.0;2;;1.0;;3
247532;D;D;;C;2;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B;;CE;1;F;0;1.0;2.0;;;;1.0;4;;1.0;;1
2274922;A;A;A;B;5;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B;AL;AL;1;M;0;;1.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
416553;;;A;A;5;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B;CE;CE;0;M;0;;3.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
1047117;E;D;;B;4;A;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A;;PA;0;F;0;4.0;3.0;;;;1.0;7;;1.0;;1
878453;B;F;B;E;2;B;B;C;C;A;B;B;A;B;A;B;A;A;B;A;A;C;A;B;B;CE;CE;0;M;0;;3.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
222605;G;G;E;E;4;H;A;C;E;B;A;B;B;B;B;B;B;A;B;B;A;B;B;B;B;;SC;0;F;1;;1.0;;;;1.0;2;;1.0;;3
2393542;G;G;E;D;2;G;A;C;C;B;A;B;A;B;A;B;A;A;B;A;A;C;A;B;B;;AP;1;M;0;1.0;1.0;;;;1.0;8;;1.0;;1
162445;B;F;D;D;3;D;A;B;D;A;B;B;A;A;A;A;A;A;A;A;A;C;A;A;B;;PI;0;F;0;1.0;1.0;;;;1.0;3;;1.0;;1
890902;G;F;D;D;3;J;A;D;D;B;A;B;B;B;A;B;A;B;D;A;A;D;A;C;B;PR;PR;0;F;0;;3.0;4.0;1.0;3.0;1.0;2;1.0;1.0;1.0;2
1357198;E;F;C;B;2;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A;;PA;1;M;0;1.0;3.0;;;;1.0;3;;1.0;;1
1568715;E;D;D;B;4;H;A;C;D;B;A;B;B;B;A;B;A;A;B;A;A;E;A;A;B;;CE;0;M;0;1.0;1.0;;;;1.0;4;;1.0;;1
866926;E;F;C;;4;F;A;B;C;B;B;B;B;B;B;A;A;A;B;A;A;D;A;A;B;AC;AC;1;F;0;;2.0;2.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
773887;;;B;B;4;B;A;B;B;A;B;B;B;A;A;A;A;A;B;B;B;B;A;A;B;;SP;0;F;0;;3.0;;1.0;2.0;1.0;3;;2.0;;2
601180;D;E;B;C;4;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B;PE;PE;0;F;0;;3.0;2.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
1608353;E;E;C;B;3;B;A;B;C;A;A;B;B;A;A;B;A;A;B;A;B;D;A;A;B;PE;PE;0;M;0;;1.0;2.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
262106;B;C;;B;8;A;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;B;A;A;B;RS;RS;0;F;0;;1.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
631383;B;E;C;C;5;B;A;C;C;A;A;B;A;A;A;B;A;B;C;A;A;E;A;B;B;;BA;0;F;0;2.0;1.0;;;;1.0;5;;1.0;;1
395352;B;B;A;B;2;B;A;B;B;A;A;B;A;B;A;A;A;A;B;A;A;B;A;B;B;RJ;RJ;1;F;0;;1.0;2.0;;2.0;2.0;12;1.0;1.0;1.0;2
285261;F;G;D;D;3;J;A;D;D;B;A;B;B;B;A;A;A;A;B;A;A;D;A;B;B;;SE;0;F;1;;1.0;;;;1.0;1;;1.0;;3
1191516;F;E;E;;3;I;A;C;C;B;A;B;A;B;A;A;A;A;C;A;B;C;A;C;B;;PA;1;M;0;10.0;1.0;;;;1.0;11;;1.0;;1
341244;E;E;B;B;4;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B;AM;AM;1;F;0;;3.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
1568483;B;F;;D;4;D;A;B;C;B;B;B;B;B;A;A;A;A;B;A;A;E;A;B;B;;PR;1;M;0;;1.0;;;;2.0;8;;1.0;;1
995663;E;F;A;B;5;B;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;E;A;B;B;;BA;0;F;0;;3.0;;1.0;2.0;1.0;3;;1.0;;2
2370999;C;D;A;A;4;B;A;B;C;B;B;B;A;A;A;A;A;A;B;A;B;D;A;A;B;;PI;1;F;1;;3.0;;;;1.0;1;;1.0;;3
655543;E;F;D;D;5;L;D;E;E;C;A;B;B;B;A;B;A;A;E;A;B;E;A;C;B;PE;PE;0;F;0;;1.0;4.0;1.0;3.0;1.0;2;1.0;1.0;1.0;2
271389;D;D;B;C;4;F;A;B;D;B;B;B;B;A;A;B;A;A;B;B;A;E;A;B;B;;SP;0;F;0;;2.0;;;;1.0;4;;1.0;;1
2458905;B;C;B;B;5;F;A;B;C;B;A;C;A;B;A;B;A;A;B;A;B;C;A;A;B;;RJ;0;M;0;1.0;3.0;;;;;4;;1.0;;1
1727044;E;E;D;C;4;J;A;D;E;C;A;B;B;B;B;B;B;B;C;A;B;E;A;B;B;;MG;0;F;0;6.0;4.0;;;;1.0;8;;1.0;;1
147584;B;E;;B;6;B;A;D;D;A;A;B;A;B;A;B;A;A;B;B;A;E;A;A;B;;MG;0;F;0;;3.0;;1.0;2.0;1.0;5;;1.0;;2
325628;E;F;D;B;3;H;A;B;C;B;A;B;B;B;A;A;A;B;B;A;A;D;A;B;B;PR;PR;0;F;0;;1.0;4.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
1537797;B;B;A;A;3;C;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B;;MA;0;F;0;14.0;1.0;;;;1.0;12;;1.0;;1
30611;B;B;C;B;3;D;A;B;C;B;B;B;A;A;A;B;A;A;B;A;A;C;A;A;B;;PE;1;F;0;;3.0;;;;2.0;11;;1.0;;1
204061;E;E;A;C;4;D;A;C;D;B;B;B;B;A;A;B;A;B;B;A;B;D;A;B;B;BA;BA;0;M;0;;2.0;2.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
2349251;B;B;A;A;3;A;A;B;D;A;A;B;B;A;A;A;A;A;B;B;A;D;A;A;B;;PE;0;M;1;;3.0;;;;1.0;4;;1.0;;3
902458;E;C;D;D;1;A;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B;;BA;1;F;0;;2.0;;;;2.0;17;;1.0;;1
1572628;G;F;E;D;5;H;D;D;D;B;A;B;A;B;A;B;A;A;B;A;A;D;A;B;B;;CE;0;M;1;;3.0;;;;1.0;1;;1.0;;3
13554;F;E;D;B;4;E;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;B;B;MA;MA;0;M;0;;1.0;4.0;1.0;3.0;1.0;2;1.0;1.0;1.0;2
1544777;;D;A;C;3;B;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B;BA;BA;0;M;0;;1.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
370156;C;C;C;B;3;B;A;C;D;A;A;B;A;B;A;B;A;A;B;A;A;C;A;A;B;;MG;0;M;1;;3.0;;;;1.0;2;;1.0;;3
1584686;F;G;D;D;3;K;D;D;D;B;B;C;A;B;A;B;A;B;C;B;B;D;B;C;B;SP;SP;0;M;0;;1.0;4.0;1.0;3.0;1.0;3;1.0;1.0;1.0;2
1187226;G;F;D;D;5;L;A;C;D;C;A;B;A;B;A;B;A;B;B;A;A;E;A;E;B;MG;MG;0;M;0;;1.0;2.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
143195;E;E;;B;4;C;A;B;C;B;C;B;A;B;B;A;A;A;B;A;A;D;A;A;B;;PA;0;M;1;;3.0;;;;1.0;2;;1.0;;3
2030319;D;B;C;B;2;C;A;C;C;A;A;B;C;B;A;B;A;A;C;B;B;D;A;D;B;;RJ;0;M;0;;2.0;;1.0;2.0;1.0;3;;1.0;;2
453181;A;A;A;A;9;B;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;C;A;A;B;PA;PA;1;F;0;;1.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
1582623;F;G;D;D;3;J;A;D;D;B;A;B;B;B;A;C;A;B;B;A;A;D;A;B;B;;MS;0;F;1;;1.0;;;;1.0;1;;1.0;;3
527929;B;B;;B;5;D;A;B;D;B;A;C;A;B;B;B;A;A;B;A;A;E;B;C;B;;MG;0;F;0;2.0;2.0;;;;1.0;5;;1.0;;1
2431716;;;C;B;2;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B;;AC;1;F;0;;3.0;;;;1.0;5;;1.0;;1
2113968;C;C;D;;4;C;A;B;C;B;A;B;A;B;B;A;A;A;C;A;A;D;A;A;B;;MT;1;F;0;2.0;1.0;;;;;5;;1.0;;1
2488052;G;G;E;E;4;H;D;E;E;E;A;E;B;C;A;D;B;B;E;A;B;E;B;E;B;RJ;RJ;0;F;0;;1.0;4.0;1.0;3.0;1.0;4;1.0;1.0;1.0;2
2310495;F;F;E;B;4;J;A;C;D;D;B;B;B;B;A;A;A;B;C;A;B;E;A;C;B;;BA;1;M;1;;1.0;;;;1.0;3;;1.0;;3
1121123;B;E;A;B;5;B;A;B;C;A;B;B;A;B;B;A;A;A;B;A;A;C;A;A;B;;AM;1;M;0;;3.0;;1.0;2.0;1.0;3;;1.0;;2
1363919;F;F;A;D;4;D;A;E;E;B;A;B;B;B;B;B;A;A;C;A;B;E;A;E;B;;SE;0;F;0;;1.0;;1.0;3.0;1.0;3;;2.0;;2
1509781;A;A;B;B;3;A;A;B;A;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;A;;PA;0;F;0;;1.0;;1.0;2.0;1.0;3;;1.0;;2
1137276;B;B;A;A;4;B;A;B;C;A;A;B;A;B;A;A;A;A;A;A;A;C;A;A;A;;PA;1;F;0;3.0;3.0;;;;1.0;5;;1.0;;1
2677822;D;B;A;B;2;B;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A;BA;BA;1;M;0;;2.0;2.0;1.0;2.0;1.0;4;1.0;1.0;1.0;2
1135764;C;C;;C;4;B;A;B;C;A;C;B;A;A;A;B;A;A;C;A;A;C;A;B;B;CE;CE;1;M;0;;1.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
208979;B;C;;;3;A;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;B;;MA;0;F;0;5.0;3.0;;;;1.0;7;;1.0;;1
168863;;;B;D;5;C;A;C;D;A;B;B;B;B;A;C;A;A;C;A;A;E;A;A;B;;GO;1;F;1;;3.0;;;;1.0;1;;1.0;;3
1155526;B;D;B;B;2;B;B;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B;;CE;1;F;0;1.0;1.0;;;;1.0;4;;1.0;;1
1269479;A;F;C;C;3;B;B;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A;;PA;1;F;0;1.0;3.0;;;;1.0;4;;1.0;;1
2071249;F;E;B;D;4;D;A;C;D;B;B;B;B;B;B;B;A;B;C;A;A;E;A;C;B;;TO;1;F;0;2.0;3.0;;;;1.0;4;;1.0;;1
439220;E;B;C;B;7;D;A;B;B;A;A;B;A;B;A;B;A;A;C;A;B;E;B;A;B;;MG;1;F;0;17.0;3.0;;;;1.0;13;;1.0;;1
2635837;;E;D;D;5;I;A;C;C;B;B;B;A;A;A;A;A;B;B;A;A;D;A;B;B;;MA;1;F;0;;3.0;;1.0;2.0;1.0;3;;1.0;;2
2126679;E;E;D;D;4;J;A;D;D;B;B;C;D;C;C;B;A;B;D;A;B;E;A;B;B;;SP;0;F;1;;3.0;;;;1.0;1;;1.0;;3
864122;E;E;D;B;4;C;A;C;C;A;A;B;A;B;A;B;A;A;B;A;A;B;B;A;B;;RJ;1;F;0;1.0;1.0;;;;1.0;4;;1.0;;1
1200573;E;G;D;E;4;F;A;D;D;C;A;B;B;B;B;B;A;A;B;A;B;E;A;B;B;;SP;0;F;1;;1.0;;;;1.0;1;;1.0;;3
1785566;G;G;D;D;4;G;A;B;C;B;A;B;B;B;A;B;A;A;C;A;B;D;A;A;B;SP;SP;1;F;0;;1.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
2284926;F;E;E;B;2;H;B;D;D;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;B;;MG;0;F;1;;3.0;;;;1.0;1;;1.0;;3
591984;;;A;A;5;B;A;B;D;A;A;B;B;A;A;A;A;A;B;A;A;D;A;A;B;;PE;0;F;0;5.0;3.0;;;;1.0;9;;1.0;;1
962421;F;F;D;B;4;G;A;D;D;C;A;C;C;B;B;B;A;B;C;A;A;E;B;B;B;PR;PR;0;M;0;;1.0;4.0;1.0;3.0;1.0;2;1.0;1.0;1.0;2
287416;F;G;D;D;10;J;A;E;E;B;B;C;B;B;A;B;A;A;C;A;A;E;B;C;B;;MS;0;F;1;;3.0;;;;1.0;1;;1.0;;3
1122230;E;E;C;C;4;C;A;B;D;B;B;B;A;A;A;A;A;A;C;A;A;E;A;A;B;CE;CE;1;M;0;;3.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
2231299;C;F;D;D;5;G;A;C;D;B;A;B;B;B;A;B;A;A;B;A;A;E;B;C;B;RJ;RJ;0;F;0;;1.0;4.0;1.0;3.0;1.0;3;1.0;1.0;1.0;2
1763009;A;B;A;;2;B;B;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B;;BA;0;F;0;1.0;3.0;;;;1.0;4;;1.0;;1
2412165;G;F;D;D;3;C;A;C;C;B;A;B;A;A;A;B;A;A;B;A;A;C;A;A;B;BA;BA;0;M;0;;1.0;4.0;1.0;3.0;1.0;3;1.0;1.0;1.0;2
1688308;E;F;B;B;2;C;A;B;C;B;A;B;B;B;A;B;A;B;B;A;A;C;A;B;B;;SP;0;F;1;;1.0;;;;1.0;1;;1.0;;3
1326232;C;G;;D;3;B;A;B;D;A;A;B;B;B;A;B;A;A;A;A;A;D;A;A;B;PI;PI;1;F;0;;1.0;2.0;1.0;2.0;1.0;4;1.0;1.0;1.0;2
1331080;F;G;D;D;5;H;A;B;C;B;A;B;B;B;A;B;A;A;B;A;B;B;B;C;B;SP;SP;0;F;0;;1.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
2351227;B;B;A;B;4;A;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A;;MG;1;F;1;;3.0;;;;1.0;2;;1.0;;3
748424;E;E;C;E;3;G;A;B;C;C;B;B;B;B;A;B;A;B;D;B;B;E;A;D;B;PR;PR;1;M;0;;1.0;2.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
650762;E;G;D;E;4;D;A;B;C;B;A;B;B;B;B;B;A;B;B;A;A;D;A;B;B;;BA;0;F;1;;1.0;;;;1.0;2;;1.0;;3
1974509;F;G;D;D;5;H;D;D;D;B;A;B;B;B;A;B;A;B;C;A;A;E;B;B;B;;SP;0;F;1;;1.0;;;;1.0;2;;1.0;;3
2091614;C;C;C;A;3;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B;;PE;1;F;1;;1.0;;;;1.0;1;;1.0;;3
922931;F;F;D;D;3;F;A;C;C;B;A;B;B;B;A;B;A;B;C;B;A;D;B;B;B;SP;SP;0;M;0;;1.0;4.0;1.0;3.0;1.0;2;1.0;1.0;1.0;2
281141;B;A;B;B;4;D;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B;;RJ;1;M;0;16.0;3.0;;;;2.0;15;;1.0;;1
2570621;D;B;C;B;2;D;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;C;A;B;B;;RN;1;M;0;11.0;1.0;;;;;12;;1.0;;1
210028;;B;;B;3;D;A;C;D;A;A;B;B;B;A;A;A;A;B;A;A;D;A;B;B;;SP;1;F;0;;1.0;;1.0;2.0;1.0;3;;1.0;;2
655988;G;F;E;D;4;I;A;D;D;C;A;B;B;B;A;B;A;B;E;B;B;E;A;E;B;;PI;0;M;0;17.0;3.0;;;;2.0;15;;1.0;;1
1796339;B;D;A;A;5;B;A;C;D;B;A;B;A;A;A;A;A;A;B;A;A;D;A;B;B;;CE;0;F;0;;3.0;;1.0;3.0;1.0;4;;1.0;;2
206080;;F;D;C;2;D;A;B;C;B;B;B;B;B;A;B;A;B;C;A;B;C;A;B;B;PR;PR;1;F;0;;3.0;2.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
1641778;C;E;;;2;B;A;B;C;A;B;B;B;B;A;A;A;A;B;A;A;C;A;A;B;;GO;1;F;1;;3.0;;;;1.0;2;;1.0;;3
1416397;E;E;A;A;10;B;A;A;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B;;MA;1;F;0;;3.0;;;2.0;1.0;4;;1.0;;2
837366;D;E;D;D;2;G;A;B;C;B;A;B;B;B;A;B;A;A;B;A;B;B;B;A;B;SP;SP;1;F;0;;1.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
2037351;G;A;;;2;H;A;B;D;A;A;B;B;B;A;B;A;A;B;A;A;C;A;B;B;;PE;0;M;0;;3.0;;;;2.0;18;;1.0;;1
6937;B;B;A;;4;B;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;B;;PB;0;F;0;2.0;1.0;;;;1.0;4;;1.0;;1
2545014;E;E;C;D;3;E;A;B;C;B;A;B;B;B;A;B;A;A;B;A;A;C;A;A;B;;RJ;1;M;0;3.0;2.0;;;;1.0;5;;1.0;;1
1520403;B;B;A;A;1;B;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A;B;A;B;B;;MG;0;F;0;3.0;1.0;;;;1.0;6;;1.0;;1
595270;G;E;D;;4;G;A;C;D;B;B;B;B;B;A;B;A;A;B;A;A;E;A;B;B;;BA;1;F;0;5.0;3.0;;;;1.0;7;;1.0;;1
1250849;F;E;E;D;4;F;A;B;C;B;A;C;B;B;B;B;A;A;C;A;A;E;A;B;B;SP;SP;0;M;0;;1.0;2.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
2348501;D;D;C;B;4;D;A;B;C;B;A;B;B;B;A;B;A;B;B;A;A;E;A;B;B;RJ;RJ;1;M;0;;1.0;2.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
1664947;C;E;C;E;3;D;A;C;D;A;A;B;B;C;A;B;A;B;D;B;A;D;A;B;B;SP;SP;0;M;0;;1.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
1256582;C;B;;A;3;D;A;C;C;A;A;B;A;B;A;B;A;A;B;A;A;D;A;C;B;SP;SP;1;F;0;;1.0;2.0;1.0;2.0;1.0;3;1.0;1.0;1.0;2
474581;E;E;B;B;4;A;A;C;C;A;A;B;B;A;A;B;A;A;B;A;A;D;A;B;B;;PI;0;F;0;;1.0;;1.0;2.0;1.0;3;;1.0;;2
1665751;F;F;E;E;4;G;C;C;D;C;A;B;B;B;A;B;A;A;C;A;B;E;A;C;B;BA;BA;0;F;0;;1.0;4.0;1.0;3.0;1.0;3;1.0;1.0;1.0;2
1939651;G;F;D;D;4;C;A;C;C;B;C;B;B;B;A;A;A;A;B;A;B;D;A;A;B;;TO;0;F;1;;3.0;;;;1.0;1;;1.0;;3
1468351;E;F;A;D;4;G;B;D;E;B;B;B;C;C;A;B;A;B;B;A;A;D;A;C;B;;SC;0;F;0;1.0;1.0;;;;1.0;3;;1.0;;1
2417931;E;D;;B;3;C;A;B;B;A;A;B;A;A;A;B;A;A;B;A;A;C;A;B;B;;RJ;0;M;1;;1.0;;;;1.0;2;;1.0;;3
2314797;;E;;;4;B;B;B;C;A;A;B;A;A;A;B;A;A;B;A;A;C;A;A;B;;RN;1;F;0;2.0;3.0;;;;1.0;7;;1.0;;1
516183;B;B;A;A;3;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;D;A;B;B;;BA;1;M;0;5.0;3.0;;;;1.0;11;;1.0;;1
277002;D;E;C;A;2;B;A;B;C;B;A;B;B;B;A;B;A;A;B;A;A;B;A;A;B;;RJ;1;F;0;17.0;3.0;;;;;15;;1.0;;1
1404067;F;G;D;E;3;H;A;B;C;B;A;B;B;A;A;A;A;A;B;A;A;D;A;D;B;;MG;0;F;1;;2.0;;;;1.0;1;;1.0;;3
1428800;B;E;A;B;6;B;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;C;A;A;B;;BA;0;F;0;12.0;1.0;;;;1.0;11;;1.0;;1
2185147;G;G;E;E;4;Q;D;D;D;C;A;B;A;B;A;B;A;B;D;B;A;E;B;D;B;;RJ;0;M;1;;1.0;;;;1.0;2;;1.0;;3
2172371;E;E;D;;4;E;A;D;C;B;A;B;B;B;A;A;A;B;B;A;A;E;A;B;B;MA;MA;1;M;0;;3.0;4.0;1.0;3.0;1.0;3;1.0;1.0;1.0;2
1134634;E;E;B;D;2;B;A;C;C;A;A;B;B;B;A;B;A;A;B;A;A;C;A;A;B;;CE;0;F;0;;1.0;;1.0;2.0;1.0;2;;1.0;;2
2332549;E;G;D;D;3;L;A;B;C;B;A;B;B;B;A;B;A;B;C;B;A;D;A;B;B;;SP;0;M;1;;3.0;;;;1.0;1;;1.0;;3
500419;F;E;D;B;2;B;A;C;B;B;A;B;B;A;A;B;A;A;B;A;A;C;A;A;B;;RN;0;M;0;13.0;1.0;;;;1.0;13;;1.0;;1
447808;B;A;A;;6;B;A;B;C;A;B;B;A;A;A;A;A;A;A;A;A;C;A;A;A;;MA;1;F;0;2.0;3.0;;;;1.0;8;;1.0;;1
826156;D;D;B;B;5;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A;CE;CE;1;M;0;;3.0;2.0;1.0;2.0;1.0;2;1.0;1.0;1.0;2
1914192;A;A;A;A;3;B;A;B;C;A;B;B;B;A;A;A;A;A;B;A;A;B;A;A;A;;MA;1;F;0;10.0;3.0;;;;1.0;11;;1.0;;1
446109;C;E;C;B;5;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B;;MA;1;F;0;2.0;3.0;;;;1.0;5;;1.0;;1
451979;G;G;E;D;5;J;A;B;D;C;A;B;B;B;B;B;A;B;C;A;B;E;A;C;B;;PR;0;F;0;2.0;1.0;;;;1.0;4;;1.0;;1
2294610;E;D;D;;5;I;A;B;E;B;A;A;C;A;A;A;A;B;B;A;A;E;A;B;B;;PE;0;F;0;4.0;1.0;;;;1.0;6;;1.0;;1
514841;;;A;A;7;B;A;B;D;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;A;;PB;1;F;0;;3.0;;1.0;2.0;1.0;3;;1.0;;2
1737288;E;E;B;B;3;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;A;A;A;A;;RJ;1;M;0;4.0;1.0;;;;1.0;7;;1.0;;1
1060674;B;G;C;D;1;B;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;A;;AL;1;M;0;2.0;2.0;;;;1.0;6;;1.0;;1
1097390;C;E;B;B;5;K;A;C;D;A;A;C;C;C;A;C;A;A;D;A;B;E;A;B;B;;RJ;1;F;0;6.0;2.0;;;;1.0;10;;1.0;;1
1465972;F;G;E;E;4;Q;D;E;D;C;A;B;B;B;A;B;A;B;C;A;B;E;A;E;B;CE;CE;0;M;0;;3.0;4.0;1.0;3.0;1.0;2;1.0;1.0;1.0;2
2423389;D;C;C;B;4;F;A;B;C;C;A;B;B;B;A;B;A;A;C;A;B;E;A;B;B;;SP;0;F;0;3.0;3.0;;;;1.0;5;;1.0;;1
10272;C;B;C;B;4;C;A;C;C;B;B;B;A;A;A;A;A;A;B;A;A;D;A;A;B;;MG;0;F;0;13.0;3.0;;;;1.0;11;;1.0;;1
2360327;G;F;D;D;4;K;A;C;D;C;A;B;A;B;A;B;A;B;D;A;B;E;B;C;B;;SP;0;M;1;;1.0;;;;1.0;1;;1.0;;3
1496720;E;E;C;B;2;G;A;B;C;B;A;B;B;B;A;B;A;B;B;A;A;C;A;B;B;;SC;1;M;0;;1.0;;;;;10;;1.0;;1
2355560;G;G;E;E;4;Q;B;E;D;C;A;C;B;B;A;B;B;B;C;B;B;E;B;E;B;SP;SP;0;M;0;;1.0;4.0;1.0;3.0;1.0;3;1.0;1.0;1.0;2
2456813;B;E;B;B;2;F;A;B;C;A;B;B;A;A;A;B;A;A;A;A;A;C;A;B;B;;PI;1;F;0;16.0;5.0;;;;2.0;12;;1.0;;1
1609101;D;E;;D;3;C;A;B;B;B;A;B;B;B;A;B;A;A;B;A;A;D;A;C;B;;ES;0;M;0;12.0;2.0;;;;1.0;12;;1.0;;1
1821225;E;F;B;B;4;H;A;C;D;B;A;B;A;B;A;B;A;A;C;A;A;E;A;B;B;PA;PA;0;M;0;;3.0;4.0;1.0;3.0;1.0;2;1.0;1.0;1.0;2
1442659;E;F;C;D;4;G;A;B;C;B;B;B;B;C;A;B;A;B;B;A;B;E;A;C;B;;SP;1;M;0;;3.0;;1.0;2.0;1.0;3;;1.0;;2
1660276;E;G;B;C;2;F;A;B;B;A;A;B;B;B;A;B;A;B;B;A;A;C;A;B;B;;SP;1;F;0;13.0;3.0;;;;2.0;11;;1.0;;1
533933;F;E;D;B;4;D;A;B;C;B;A;B;A;A;A;A;A;A;B;B;A;E;A;A;B;;CE;1;F;1;;;;;;;1;;1.0;;3
1730262;D;G;C;D;3;Q;D;C;D;B;B;B;B;B;A;B;A;A;D;A;B;D;A;C;B;;BA;0;F;1;;1.0;;;;;1;;1.0;;3
583466;E;E;D;B;2;F;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;B;B;BA;BA;0;F;0;;2.0;4.0;1.0;3.0;1.0;3;1.0;1.0;1.0;2
1089842;;F;;B;2;B;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;A;;MA;1;F;0;;1.0;;1.0;2.0;1.0;3;;1.0;;2
615080;;B;;B;3;B;A;B;D;A;A;B;B;B;A;B;A;A;D;A;A;D;B;B;B;;PR;1;M;0;;3.0;;1.0;2.0;1.0;3;;1.0;;2
